Text,Label
ডেফিনেটলি এটা ইউটিবে আমার মোস্ট ওয়াচ ভিডিও😍😍 ,love
"এই সেতুর পিছনে তোদের কি ধান্ধা, জনগন জানবে পরে,, ",sadness
যারা গরিবের পাশে থাকে ও তাদের অনেক দুরে এগিয়ে নিতে পারে তারাই হলো প্রকৃত মানুষ ,joy
তোহিদ কে এখন না থাকলে ও হবে ওর নিজের টাকায় পরতে পারবে। ,joy
"দেহ দিলা মন টা দিলা না, এটা একমাত্র পতিতাদের জন্য খাটে। আর তাইলে তুই পতিতা সাথে প্রেম করছিলি😂 ",joy
ময়মনসিংহে আসো না প্লিজ ভায়া ,joy
নিজের টাকায় খাচ্ছেন সেটা কে কি মনে করলো এটা ভাবলো চলবে নাকি!হাতে খাওয়ার মজাই আলাদা ,joy
"একদম মনের কথা বলেছেন,,আমাদের বিয়ে হইছে প্রেম করে আল্লাহর রহমতে আমরা অনেক ভালো আছি,, তবে প্রেম কাহিনির নাটক দেখতে দেখতে আর মন চায় না আমাদের, কিছু হাসির নাটক বানালে ভালো হয় কাবিলা ভাই কে নিয়ে, যাতে আমাদের মতো যারা আছে তারা দেখতে পারবে, আর হাসবে 😀😀😀 ",joy
এ-ই কথা টা মজা পাই ,joy
ভবের পিডান পিডামু 😂😂😂😂😂🐸 ,sadness
কুতালীগ আর চাই না বাংলা বুকে আর চাই না কুতা লীগকে আর চাই ,sadness
রেজাল্ট কিছুই নাই ,anger
ভালো কিন্তু সে বাম হাতে তুলে খায় 🐒🐵 ,joy
বলবো ভালবাসি। তুমি শুনবে না ,love
নিসন্দেহে আফ্রিদি ভাই বিনা অহংকারী লাভ উ ভাই😍💓 ,love
আল্লাহ তাআলা সব পারে ,joy
"এইসব ভোটে যদি বিএনপি দেরকে না ঢুকতে দেয়া হয়, তাহলে আর ইলেকশন করে লাভ কি? ",sadness
এমনে কথা কেউ কয়??বাল মার্কা প্লেয়ার। ,sadness
"আরো ধান্দা করার ফন্দি,,,, পদ্নাই হইলো না আরো বাল বানাইবো ",sadness
দুইটা ভালোবাসা একসাথে 😍😍😍😍😍😍 ,love
আবার মনে পড়লো মেয়েরা যুক্তি বোঝেনা ,sadness
"আপনার মা যদি আমার মা হতো বাট আমার মা,ও বেষ্ট ",joy
আসেন জ্যোৎস্না খাই। মনে হয় ,joy
"নিজের কোয়ালিটি নেই,যে ই ভাইরাল হয়,তারে ই মাথায় তুলে ঘোরে, ভাইরাল হওয়ার পাগল,আগে গুনি হও,কোয়ালিটি সম্পুর্ন কাজ করতে শিখো! ",sadness
"এডিটং গ্রুপে আপনাকে বেশি দেখি ভাই, পোলাপাইন যা করে আপ্নারে নিয়ে ",joy
অপেক্ষায় ছিলাম নাটক টা দেখার জন্য। 💙💚 ,joy
ঘর পরিস্কার করা ,joy
আমি কি করছি ,surprise
কপি অামার কাছে মনে হয়.. ,sadness
ফোন আর ডান্স স্কুলে স্কলারশিপ সহ আরো অনেক আকর্ষণীয় পুরস্কার! অংশগ্রহণ করার শেষ তারিখ: ২৮শে এপ্রিল ,joy
